,R_ant,R_mid,R_post,L_ant,L_mid,L_post,R_CSF,Corpus_Callosm
0,0.5988807434578421,0.6624289637244957,0.0848015153188332,0.4468042793913258,0.41854365824144435,0.577371059599645,1.1244184794453573,0.024507956419175737
1,0.5928002742868737,0.45891747142464195,0.7492951147644601,0.506442949763071,0.36379716889789865,0.5839801088410065,1.032670008838305,0.054271156297650565
2,0.5474688005961412,0.522263584728462,0.2862744856905149,0.3936809017511425,0.4484142618077713,0.49635171345264806,1.140262339927671,0.17872407896043968
3,0.6947747223746833,0.5236714893406929,0.6792263700939387,0.5242662845398595,0.2919355285251538,0.5366267836047808,1.1843528602122664,0.25066234330634346
4,0.37773209676001746,0.47344609819072686,0.5954159134395628,0.4955428419780679,0.4308273611930637,0.4547271742594578,0.3222897289875024,0.08743522109101973
5,0.7909239186595123,0.699058384509703,0.3611336662741833,0.467007179622835,0.42239185358022135,0.5059802296166198,-0.1318535776454886,0.057391133886078693
6,0.70173903820803,0.6880272519048084,1.055508821889599,0.4066363363163316,0.45404109869817855,0.43054349857870405,0.33403404122921154,0.33671569787395667
7,0.8998672102975598,0.4386039382629351,0.4006568379943648,0.4083118108883277,0.4638733577424686,0.5098700298057346,0.6140345574514504,0.1381303294219376
8,1.115238790550855,0.8970624361862145,0.25398164605781837,0.5478479899481702,0.31996155251757435,0.5200642566439877,0.3503095555818779,0.1211590773634053
9,0.5120246445267508,1.0303160686188728,0.9606479118838112,0.4872118142596282,0.268693460790758,0.4945759542717167,0.46166675838344035,0.4121879013244731
10,0.5040543483545327,0.32391693056953086,0.6709923706502663,0.458568733672984,0.4056608292193947,0.47202419008342533,1.0390052595782073,0.19367091228323394
11,0.34125962079640165,0.6432156323423186,0.3956853784303164,0.39724223684531546,0.36538385363947656,0.4153968199966075,0.5969603123161504,0.3145391439986447
12,0.6423333263308492,0.7720423441704398,0.1067696150182774,0.5926808773231992,0.4820102647380155,0.4532165340786239,0.2532324001513721,0.4447103412146746
13,0.5291700662462865,0.398536309770463,0.7016589059182354,0.6286597996419158,0.5395902661610044,0.47261901102636183,0.9322894059776041,0.27729794068004365
14,0.4736190953912531,0.3828221087946471,0.560653147523399,0.5195423103378376,0.35284291609640517,0.487158848714016,0.7107747537511169,0.6795362837423414
15,0.2770557414224048,0.5430073012340707,0.42490040299008147,0.3483669044553233,0.3252305102096866,0.4732311830319632,1.0138168606225364,0.13475292040361486
16,0.46641317550062905,0.3755408107202793,0.4327148591869411,0.36085289645275126,0.4300780674779863,0.51947112400076,,0.3504830458998525
17,0.9182158708082317,0.5131636523457961,-0.038968886417444226,0.4817029744629869,0.5001408784499207,0.4878092212735427,,0.21122283295092026
18,0.48494462496167967,0.6062376081118782,0.813401563900179,0.37683853905958414,0.37099207985794985,0.44624244142225034,,
19,0.36219769017430153,0.32601277591734734,0.545300013463565,0.5322740098820945,0.3054104801010439,0.43697255645534866,,
20,0.5131436499647497,0.3478070747648942,0.5196496479182822,0.41210499622688984,0.45000847297106134,0.4623313282024863,,
21,0.531185947055806,0.47975784847310105,0.4226647460786839,0.3338875427647311,0.4190336353343341,0.42814312651364156,,
22,0.7189874380752963,0.5074147897070672,0.03056814497472406,0.4736196067925172,0.3872741043826035,0.43876675987040364,,
23,0.7027507025503411,0.47119590400949096,0.804803014906781,0.4411616303968788,0.3916537248633523,0.4600310678590039,,
24,0.6100006599677935,0.35025550100570463,0.4760083253532013,0.5475928648401586,0.41002493145139457,0.4600043002041658,,
25,0.9095707221317407,0.4924173198434659,0.5107410984503139,0.42269931473108,0.4336076647049187,0.44460018967270165,,
26,0.6600556777000449,0.4484948575800581,0.37427921711898426,0.4186161975829677,0.6368739998865336,0.5274314793604394,,
27,0.46553558980052245,0.5774733874787428,0.5165793194691781,0.573944684283719,0.5358144474413354,0.4308225518796793,,
28,1.1468579078950139,0.5526658249052113,0.38606739283306896,0.4124496610946872,0.3504915846303889,0.463479119337461,,
29,1.0052175334060456,0.6195969774064002,0.3707415336361547,0.9381422104177133,0.33611141608185785,0.45608747626343515,,
30,0.44148823196138015,0.4504893762349613,0.4684650927764842,0.6107182486430952,0.2988798172188238,0.4947501378430776,,
31,0.458196371994678,0.9164364905461962,0.4965410039909176,0.3276703171947126,0.6115287128157578,0.4566295307167986,,
32,0.5526742685344413,0.4951379367435733,0.43506784349439903,0.500527111749986,0.5804630423842602,0.4030567885291497,,
33,0.4806376947006722,0.6125977308407543,0.2748085488028959,0.4359256974573888,0.4080094506128544,0.3970689074126898,,
34,0.43733774880874515,0.5580007472706598,0.4999388351718589,0.40061051963924055,0.32502856893535004,0.4604511766649129,,
35,0.333686449671279,0.531959340873331,0.5141703738849082,0.45064133743337975,0.36927425225029636,0.4857791126896844,,
36,0.4532309919615526,0.7433346260558239,0.4394839605536385,0.5064482021145277,0.37617333991492036,0.40991792955822415,,
37,0.48806072479209495,0.5763490379754116,0.505063752464457,0.6926109794099994,0.32822940083633523,0.4500579710374149,,
38,0.39049132918405616,0.5132544344477299,0.0010502938897520011,0.3879314562167866,0.31785602925443845,0.4400367351146532,,
39,0.2971388342149554,0.48358903470332215,0.6042565502978451,0.3245569995969279,0.3477598577899257,0.441655410436991,,
40,0.3414563530679772,0.42316050098872116,0.5417019474323337,0.41782325092030814,0.49870111713615173,0.4175072629792662,,
41,0.4441923027894699,0.6892404327945678,0.43054061176261343,0.5128697673838708,0.3865531039143835,0.4032971079732558,,
42,0.520108314726344,0.4957724966997665,0.49032474315611,0.48255068216964214,0.4356804341322201,0.43431865460173147,,
43,0.6081098111790247,0.3753281073100887,0.626007914457785,0.621885156303986,0.469715704007604,0.3802423547311687,,
44,0.47885906345490953,0.502995364554964,0.5344191574625611,0.7244797198899833,-0.018252071565078243,0.42275090793937475,,
45,0.6412360870870673,0.31197282297708845,0.5085475865365945,0.6542019884839821,0.42574859046189534,0.5018772548187345,,
46,0.5971678383146108,0.440079212921147,0.434699153094632,0.44557669193370686,0.4140083947643101,0.4496823681589025,,
47,0.5083125869762798,0.3438720586581169,0.4309224535764077,0.8773231605860599,0.4410293436924398,0.4185782238172337,,
